year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,7,19,gender;age;religion;caste,age;christian;congress;hindu;men;muslim;religion;sikh;st,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Valid (%) 02: State government 1184 11.8 16.0 03: Both 4069 40.6 54.8 98: Don‟t know 276 2.8 3.7 Total 7424 74.1 100.0 Missing 99: Not applicable 2595 25.9 Total 10019 100.0 Q13: Now I will read out three statements about Bharat Jodo yatra, please tell me which one do you agree with the most? N (%) 01: The yatra will help the ",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,9,19,gender;age;religion;caste,age;community;men;muslim;others;religion;religious;st;women,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings Q18: The government is planning to introduce the Uniform Civil Code. The law has already been implemented in Uttarakhand. Some people believe that this law will empower women, while others say that this may interfere with unique religious traditions of communities. What do you think? N (%) 01: The law will empower women 2859 28.5 02",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,16,19,age;caste,age;bjp;congress;inc;india;party;st,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Valid (%) 37: Rashtriya Lok Dal / RLD 1 .0 .0 96: All parties do 405 4.0 13.3 97: Other regional parties 26 .3 .9 98: Don‟t know 134 1.3 4.4 Total 3042 30.4 100.0 Missing 99: Not applicable 6977 69.6 Total 10019 100.0 Q32: After the upcoming Lok Sabha Elections, who would you prefer as the next prime minister of India? N (%) 0",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,10,18,age;caste;electorate,age;all india;india;party;st;vote;voted,post_poll_vote_choice_table,"All India Postpoll NES 2019-Survey Findings b: (If Voted) When did you finally make up your mind about who to vote for - on the day of voting, a day or two before voting, earlier during the campaign or before the campaign started? N (%) Valid (%) Valid 1: On the day of voting 3439 14.2 15.4 2: A day or two before voting 3192 13.2 14.3 3: Earlier, during the campaign 3969 16.4 17.7 4: Even before t",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,17,18,age;caste;electorate,age;all india;bjp;inc;india;party;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings e: Distribute election leaflets or put up posters N (%) 1: No 21256 87.7 2: Yes 2180 9.0 8: No response 799 3.3 Total 24235 100.0 Q12: During the last 6 months (before elections were announced), has a worker belonging to any political party been coming to your house after every few days? N (%) 1: No 19507 80.5 2: Yes 3053 12.6 7: Can't say 1115 4.6 8: No",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,27,18,gender;age;caste;class;issue_preference;electorate,age;all india;development;india;men;party;rich;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: Only for rich 5827 24.0 2: For all people 12237 50.5 3: No development at all 3836 15.8 7: Can't say/Don't know 1764 7.3 8: No response 571 2.4 Total 24235 100.0 Q19: Are you satisfied or dissatisfied with the work done by the following? a: Lok Sabha MP from your constituency N (%) 1: Fully satisfied 5219 21.5 2: Somewhat satisfied 8953 36.9 3: ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,28,18,age;caste;electorate,age;all india;bjp;inc;india;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 7: Can't say 1752 7.2 8: No response 813 3.4 Total 24235 100.0 a: (If Yes) Which party? N (%) Valid (%) Valid 001: INC 1338 5.5 19.2 002: BJP 2868 11.8 41.2 003: BSP 216 .9 3.1 004: CPI(M) 149 .6 2.1 005: CPI 21 .1 .3 006: NCP 128 .5 1.8 007: AITC 162 .7 2.3 008: JD-U 47 .2 .7 009: LJP 10 .0 .2 010: RJD 100 .4 1.4 011: CPI(ML)(L) 2 .0 .0 012: AAP 5,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,38,18,gender;age;caste;welfare_beneficiary;electorate,age;all india;india;men;party;sc;scheme;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings b(a): (If benefited) And who would you give credit for it - Central govt., State govt., Local politicians /party worker, or Local bureaucrat/Government officer? N (%) Valid (%) Valid 1: Central government 2538 10.5 50.2 2: State government 1593 6.6 31.5 3: Local politician 315 1.3 6.2 4: Local Bureaucrat 141 .6 2.8 5: Other 39 .2 .8 6: Both Central and S",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,41,18,gender;age;caste;welfare_beneficiary;electorate,age;all india;india;men;party;sc;scheme;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings g: An agricultural loan waiver scheme N (%) 1: Yes 3148 13.0 2: No 21087 87.0 Total 24235 100.0 g(a): (If benefited) And who would you give credit for it - Central govt., State govt., Local politicians /party worker, or Local bureaucrat/Government officer? N (%) Valid (%) Valid 1: Central government 1094 4.5 34.7 2: State government 1615 6.7 51.3 3: Loca",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,47,18,gender;age;religion;caste;electorate,age;all india;hindu;india;men;others;religion;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 8: No response 463 1.9 6.0 Total 7699 31.8 100.0 Missing 9: N.A. 4495 18.5 System 12041 49.7 Total 16536 68.2 Total 24235 100.0 A2: I will read out two statements. Please tell me which one do you agree with? (1) India primarily belongs to only Hindus (2) India belongs to citizens of all religions equally, not just Hindus N (%) Valid (%) V",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,74,18,gender;age;caste;class;electorate,age;all india;class;india;men;sc;st;upa,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 66: Unskilled labourers 223 .9 69: Other semi-skilled and unskilled workers 1171 4.8 70: Owner-cultivators 20 + Acres 106 .4 71: Owner-cultivators 10-20 Acres 117 .5 72: Owner-cultivators 5-10 Acres 468 1.9 73: Owner-cultivators 1-5 Acres 1722 7.1 74: Owner-cultivators 0-1 Acre 578 2.4 75: Tenant-cultivators 5+ Acres 136 .6 76: Tenant-cultivators 0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,77,18,gender;age;caste;class;electorate,age;all india;class;india;men;sc;st;upa,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 64: Furniture, basket, mat makers 19 .1 .1 65: Rickshaw-pullers 64 .3 .5 66: Unskilled labourers 209 .9 1.6 69: Other semi-skilled and unskilled workers 1032 4.3 7.8 70: Owner-cultivators 20 + Acres 78 .3 .6 71: Owner-cultivators 10-20 Acres 120 .5 .9 72: Owner-cultivators 5-10 Acres 431 1.8 3.2 73: Owner-cultivators 1-5 Acres 1426 5.9 10",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,141,18,age;caste;electorate,age;all india;bjp;congress;india;st;upa,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 04: Paresh Dhanani (Cong) 8 1.0 05: Amit Chavda (Cong) 3 .4 06: Shaktisinh Gohil (Cong) 3 .4 07: Arjun Modhwadia (Cong) 1 .2 08: Bharatsinh Solanki (Cong) 20 2.5 09: Jignesh Mewani (Independent) 14 1.7 10: Hardik Patel (Cong) 6 .8 11: Alpesh Thakore (Cong) 5 .6 12: Ahmed Patel (Cong) 8 1.0 13: Shankarsinh Vaghela (NCP) 4 .5 15: Purshottam Rupala 15,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,159,18,age;caste;electorate,age;all india;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: Right decision 368 73.9 2: Dhumal should have been made CM 37 7.5 3: Someone else should have been made 12 2.4 4: Don’t care 38 7.6 7: Can't say 24 4.7 8: No response 19 3.9 Total 498 100.0 HPQ5: Who according to you has been the best chief minister of Himachal Pradesh till date? N (%) 1: Virbhadra Singh 247 49.5 2: P K Dhumal 51 10.2 3: Jairam ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,178,18,gender;age;caste;issue_preference;electorate,age;all india;inc;india;issue;men;st;women,voter_group_party_table,All India Postpoll NES 2019-Survey Findings KQL4: Where do you stand on the Sabarimala temple entry issue? Do you support or oppose the decision of the Supreme Court to lift the ban on the entry of women between ages 10 and 50 into the Sabarimala temple? N (%) 1: Fully support 229 13.7 2: Somewhat support 206 12.4 3: Somewhat oppose 222 13.3 4: Fully oppose 806 48.4 7: Can't say 137 8.2 8: No resp,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,179,18,gender;age;caste;issue_preference;electorate,age;all india;india;issue;men;sc;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings a: (If yes) Did you receive any compensation for your losses in cash or in kind? N (%) Valid (%) Valid 1: No 68 4.1 37.0 2: Yes 111 6.6 60.0 7: Can't say 1 .1 .7 8: No response 4 .3 2.4 Total 184 11.1 100.0 Missing 9: N.A. 1483 88.9 Total 1667 100.0 KLQ7: Are you satisfied or dissatisfied with the rescue, relief and rehabilitation work done by the state ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,233,18,age;caste;electorate,age;all india;bjp;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Total 40 6.4 100.0 Missing 9: N.A. 595 93.6 Total 635 100.0 PBQ8: About the insurgent activities that occurred in Punjab between 1985–1995. In your opinion, the path which the insurgents adopted to get their demands met, to what extent would you say it was right or wrong? N (%) 1: Absolutely right 37 5.8 2: Right to some extent 75 11.8 3:",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,286,18,gender;age;caste;welfare_beneficiary;electorate,age;all india;congress;india;men;sc;scheme;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings c: BSP N (%) 1: A lot 21 3.9 2: Somewhat 125 22.7 3: Very little 114 20.9 4: Don’t like at all 181 33.0 7: Can't say 57 10.5 8: No response 49 9.0 Total 548 100.0 d: Congress N (%) 1: A lot 190 34.6 2: Somewhat 166 30.4 3: Very little 39 7.1 4: Don’t like at all 61 11.1 7: Can't say 50 9.1 8: No response 42 7.7 Total 548 100.0 CGQ5: Did the Congress do t,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,299,18,age;caste;electorate,age;all india;bjp;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 021: AIMIM 2 .3 022: TDP 2 .2 080: SKM 1 .1 082: TRS 344 43.0 121: BLF 1 .1 900: Independent 1 .1 995: Did not vote 2 .2 996: Can't say 135 16.9 997: Any other party 4 .5 998: No response 34 4.3 Total 800 100.0 TSQ3: Who would you like to see as the next Chief Minister of Telangana? N (%) 01: K. Chandrashekar Rao (TRS.) 299 37.4 02: M B Vikramarka ,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,12,18,age;caste;welfare_beneficiary,age;india;others;party;ration;st;vote,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) 97: Don't know 133 1.3 3.9 98: No response 268 2.7 7.8 Total 3419 34.2 100.0 Missing 99: Not applicable 6591 65.8 Total 10010 100.0 Q9: What will be the most important consideration for you when you vote in the upcoming Lok Sabha election – the local Candidate, the Party or the Prime Ministerial candidate? N (%) 1: Candidate 3141 31.4 2: Party ",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,34,18,gender;age;religion;caste,age;community;india;men;muslim;party;religious;st,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx Q34: Have you heard about the Citizenship Amendment Bill that was introduced in Parliament by the government recently? N (%) 1: Not heard 7556 75.5 2: Heard 2454 24.5 Total 10010 100.0 Q35: (Ask everyone) The aim of the Citizenship Amendment Bill is to grant Indian citizenship to non-Muslim migrants and refugees from Pakistan, Afghanistan and Bangladesh. It do",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,13,18,gender;age;caste;welfare_beneficiary;issue_preference,age;gas;government scheme;housing;issue;men;sc;scheme;st,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 01: Politics and issues are very different in the south and north regions of the 8167 41.5 country 02: There is no such difference and politics and issues are the same 5505 28.0 everywhere 98. Don’t Know/Can’t Say 5990 30.5 Total 19663 100.0 Q18: Now, I will read out a statement. Please tell me whether you agree with it or d",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,35,17,gender;age;caste;electorate,age;all india;bjp;india;men;nda;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings Valid 1: No 5094 21.0 36.4 2: Yes 4819 19.9 34.4 7: Can't say 3754 15.5 26.8 8: No response 345 1.4 2.5 Total 14012 57.8 100.0 Missing 9: Not applicable 10223 42.2 Total 24235 100.0 Q27: In your opinion, was the demonetization decision by the Government a necessary decision that benefitted people or an unnecessary one that harmed people? N (%) 1: Necessa",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,59,17,gender;age;caste;welfare_beneficiary;electorate,age;all india;government scheme;india;men;sc;scheme;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Missing System 12194 50.3 Total 24235 100.0 B6: Which of the followings statements do you agree with most? Statement 1. People should look after themselves and be primarily responsible for their own success in life. Statement 2. The government should bear the main responsibility for taking care of the wellbeing of the people. N (%) Valid ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,61,17,gender;age;caste;rural_urban;welfare_beneficiary;electorate,age;all india;india;men;sc;scheme;st;village,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 8: No response 1348 5.6 11.2 Total 12041 49.7 100.0 Missing System 12194 50.3 Total 24235 100.0 B9: (If village) Are people in your area getting more jobs than before under MNREGA or less? N (%) Valid (%) Valid 1: No 4026 16.6 45.6 2: Yes 1584 6.5 17.9 7: Don't know 2032 8.4 23.0 8: No response 1188 4.9 13.5 Total 8830 36.4 100.0 Missing ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,87,17,age;caste;class;electorate,age;all india;caste;class;india;obc;sc;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings Z8: What is your caste group – SC, ST, OBC or General? N (%) Valid (%) Valid 1: Scheduled Caste (SC) 4506 18.6 18.7 2: Scheduled Tribe (ST) 2325 9.6 9.7 3: Other Backward Classes (OBC) 10568 43.6 43.9 4: Other 6666 27.5 27.7 Total 24065 99.3 100.0 Missing 9: N.A. 170 .7 Total 24235 100.0 Z9: What kind of mobile phone do you have- a simple phone or a smar",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,153,17,gender;age;caste;electorate,age;all india;india;men;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 2: Government 199 26.3 41.8 3: Cow slaughter ban 8 1.1 1.7 4: Violence in the name of cow 20 2.6 4.2 5: Other 33 4.4 7.0 8: No response 18 2.3 3.7 Total 477 63.0 100.0 Missing 9: N.A. 280 37.0 Total 757 100.0 Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: JJP N ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,176,17,gender;age;caste;electorate,age;all india;bjp;india;men;nda;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings KLQ2: Who would you like to see as the next Chief Minister of Kerala? N (%) 01: Pinarayi Vijayan (LDF) 334 20.1 02: Ramesh Chennithala (Cong) 72 4.3 03: Oommen Chandy (BJP) 284 17.0 04: Shashi Tharoor (Cong) 8 .5 05: A K Antony 14 .9 06: O. Rajagopal (BJP) 8 .5 07: Kummanam Rajasekharan (BJP) 34 2.0 08: T M Thomas Isaac (CPM) 6 .3 09: G Sudhakaran (CPM) ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,192,17,gender;age;caste;electorate,age;all india;bjp;congress;india;men;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 2: Separately 420 29.2 7: Can't say 272 18.9 8: No response 76 5.3 Total 1439 100.0 MHQ5: In your opinion, should the Congress and NCP have contested this Lok Sabha election in alliance or separately? N (%) 1: Alliance 602 41.8 2: Separately 428 29.7 7: Can't say 321 22.3 8: No response 88 6.1 Total 1439 100.0 MHQ6: In your opinion, should the Cong",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,193,17,gender;age;caste;education;electorate,age;all india;caste;community;education;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings MHQ8: Do you support or oppose the Maharashtra government’s decision to grant 16% reservation to Marathas in education and government jobs under the socially and educationally backward category? N (%) 1: Fully support 623 43.3 2: Somewhat support 406 28.2 3: Somewhat oppose 81 5.6 4: Fully oppose 166 11.5 8: No response 163 11.3 Total 1439 100.0 MHQ9: Ac,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,232,17,gender;age;religion;caste;welfare_beneficiary;electorate,age;all india;india;men;sc;scheme;sikh;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 5: Pakistan 5 .8 7: Can't say 109 17.2 8: No response 121 19.1 Total 635 100.0 PBQ6: The Shiromani Akali Dal (SAD) has failed to uphold the honor of the Sikh faith. Do you agree with this statement or disagree? N (%) 1: Fully agree 271 42.6 2: Somewhat agree 151 23.8 3: Somewhat disagree 39 6.1 4: Fully disagree 78 12.3 8: No response 96 15.2 Total,auto_extract
