state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Rajasthan,SIKAR,ASHOK SEHRA,MALE,46.0,ST,APoI,Coat,1304337.0,1293590.0,5333.0,49.0,5382.0,0.24,0.41,0.42,2232334.0,2024,8.0,False,0.4137275763036032,2944.0,,0.0,0.413727576303603,8.0
Rajasthan,SIKAR,DHIRENDRA VERMA,MALE,31.0,SC,UMEDPI,Auto- rickshaw,1304337.0,1293590.0,2885.0,59.0,2944.0,0.13,0.23,0.23,2232334.0,2024,9.0,False,0.2263125203712017,2056.0,,0.0,0.22631252037120164,9.0
Rajasthan,SIKAR,MAHESH KUMAR,MALE,29.0,SC,IND,Basket containing Fruits,1304337.0,1293590.0,1962.0,94.0,2056.0,0.09,0.16,0.16,2232334.0,2024,10.0,False,0.1580497764548881,1731.0,,0.0,0.15804977645488805,10.0
Rajasthan,SIKAR,BENI PRASAD KAUSHIK (LATA),MALE,66.0,GENERAL,RSD,Whistle,1304337.0,1293590.0,1720.0,11.0,1731.0,0.08,0.13,0.13,2232334.0,2024,11.0,False,0.1330662271611923,1549.0,,0.0,0.13306622716119224,11.0
Rajasthan,SIKAR,RAMESH SHARMA,MALE,68.0,GENERAL,bhp,Nagrik,1304337.0,1293590.0,1516.0,33.0,1549.0,0.07,0.12,0.12,2232334.0,2024,12.0,False,0.1190754395567226,1451.0,,0.0,0.11907543955672258,12.0
Rajasthan,SIKAR,VIJENDER MAHARIA,MALE,33.0,SC,BHYUJEP,Diamond,1304337.0,1293590.0,1421.0,30.0,1451.0,0.06,0.11,0.11,2232334.0,2024,13.0,False,0.1115419385389312,1224.0,,0.0,0.11154193853893117,13.0
Rajasthan,SIKAR,OM PRAKASH,MALE,36.0,SC,IND,Cauliflower,1304337.0,1293590.0,1182.0,42.0,1224.0,0.05,0.09,0.09,2232334.0,2024,14.0,False,0.0940918902630268,1081.0,,0.0,0.09409189026302678,14.0
Rajasthan,SIKAR,BIRBALSINGH,MALE,67.0,GENERAL,IND,Petrol pump,1304337.0,1293590.0,1034.0,47.0,1081.0,0.05,0.08,0.08,2232334.0,2024,15.0,False,0.0830991285738006,,,0.0,0.08309912857380057,15.0
Rajasthan,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,MALE,69.0,ST,INC,Hand,1228602.0,1218407.0,617137.0,6626.0,623763.0,29.0,50.77,51.19,2150616.0,2024,1.0,True,50.85367166048147,558814.0,64949.0,0.0,50.85367166048147,1.0
Rajasthan,TONK-SAWAI MADHOPUR,SUKHBIR SINGH JAUNAPURIA,MALE,66.0,GENERAL,BJP,Lotus,1228602.0,1218407.0,553309.0,5505.0,558814.0,25.98,45.48,45.86,2150616.0,2024,2.0,False,45.55855938117569,13144.0,,0.0,45.55855938117569,2.0
Rajasthan,TONK-SAWAI MADHOPUR,PRAHALAD MALI,MALE,58.0,GENERAL,BSP,Elephant,1228602.0,1218407.0,13089.0,55.0,13144.0,0.61,1.07,1.08,2150616.0,2024,3.0,False,1.07159395524481,8177.0,,0.0,1.07159395524481,3.0
Rajasthan,TONK-SAWAI MADHOPUR,NOTA,,,,NOTA,NOTA,1228602.0,1218407.0,8105.0,72.0,8177.0,0.38,0.67,0.67,2150616.0,2024,4.0,False,0.666648187160439,7433.0,,0.0,0.666648187160439,4.0
Rajasthan,TONK-SAWAI MADHOPUR,GANESH MEENA,MALE,32.0,ST,IPGP,Pot,1228602.0,1218407.0,7425.0,8.0,7433.0,0.35,0.6,0.61,2150616.0,2024,5.0,False,0.6059919255428083,3324.0,,0.0,0.6059919255428083,5.0
Rajasthan,TONK-SAWAI MADHOPUR,MAKHAN LAL MEENA,MALE,54.0,ST,IND,Bat,1228602.0,1218407.0,3314.0,10.0,3324.0,0.15,0.27,0.27,2150616.0,2024,6.0,False,0.2709965236787696,3045.0,,0.0,0.2709965236787696,6.0
