state,district,survey,survey_year,fertility_rate,electricity_pct,improved_sanitation_pct,lpg_pct,mobile_phone_pct,bank_account_pct,women_secondary_edu_pct,female_literacy_pct,male_literacy_pct,wealth_index_mean,urban_pct,household_count,person_count,state_key,district_key,district_panel_id,nfhs4_sdist_code,district_name_source
Karnataka,Yadgir,NFHS-5,2020,,100.0,100.0,62.32623408912937,62.32623408912937,100.0,,,,62023.8675667276,24.65246817825875,3,,KARNATAKA,YADGIR,KARNATAKA__YADGIR__NFHS-5,,
Kerala,ALAPPUZHA,NFHS-4,2016,,80.68772369088562,86.61515237708926,18.338646149703074,19.436556153748167,,,,,,35.014010445649454,207,,KERALA,ALAPPUZHA,KERALA__ALAPPUZHA__NFHS-4,,state_file_census_name
Kerala,Alappuzha,NFHS-5,2020,,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,,,,-60714.00000000001,0.0,3,,KERALA,ALAPPUZHA,KERALA__ALAPPUZHA__NFHS-5,,
Kerala,ERNAKULAM,NFHS-4,2016,,81.18650032177486,87.87016410172848,20.850913753682633,19.770032731939366,,,,,,52.813945163633605,283,,KERALA,ERNAKULAM,KERALA__ERNAKULAM__NFHS-4,,state_file_census_name
Kerala,Ernakulam,NFHS-5,2020,,100.0,54.43033964820454,33.333333333333336,21.0970063148712,43.88183649076894,,,,11692.01446096976,31.64550947230681,6,,KERALA,ERNAKULAM,KERALA__ERNAKULAM__NFHS-5,,
Kerala,IDUKKI,NFHS-4,2016,,76.6305349436768,68.42914561276002,8.010816179488218,2.651604509597369,,,,,,11.613680707014108,135,,KERALA,IDUKKI,KERALA__IDUKKI__NFHS-4,,state_file_census_name
Kerala,Idukki,NFHS-5,2020,,50.0,50.0,16.666666666666664,0.0,16.666666666666664,,,,-53584.166666666664,0.0,6,,KERALA,IDUKKI,KERALA__IDUKKI__NFHS-5,,
Kerala,KANNUR,NFHS-4,2016,,79.13222362787671,89.72243614254849,17.871400768528282,26.36307910812784,,,,,,63.2112459650779,211,,KERALA,KANNUR,KERALA__KANNUR__NFHS-4,,state_file_census_name
Kerala,KASARAGOD,NFHS-4,2016,,59.125765343589165,72.12877648125313,3.730402486837724,12.083759907521577,,,,,,0.0,108,,KERALA,KASARAGOD,KERALA__KASARAGOD__NFHS-4,,state_file_census_name
Kerala,KOLLAM,NFHS-4,2016,,72.92087985575638,90.01919136039692,14.53031206180767,13.284762425722525,,,,,,18.384737425515908,226,,KERALA,KOLLAM,KERALA__KOLLAM__NFHS-4,,state_file_census_name
Kerala,KOTTAYAM,NFHS-4,2016,,78.0547229892555,87.12293302097751,20.018571457351527,29.615993872978425,,,,,,12.68647754788938,179,,KERALA,KOTTAYAM,KERALA__KOTTAYAM__NFHS-4,,state_file_census_name
Kerala,KOZHIKODE,NFHS-4,2016,,66.31381790872547,92.9689655228142,10.396745179333507,16.192602979334943,,,,,,30.535725985166064,267,,KERALA,KOZHIKODE,KERALA__KOZHIKODE__NFHS-4,,state_file_census_name
Kerala,Kannur,NFHS-5,2020,,31.6455094723068,100.0,31.6455094723068,31.6455094723068,0.0,,,,-34466.20104756439,31.6455094723068,2,,KERALA,KANNUR,KERALA__KANNUR__NFHS-5,,
Kerala,Kasaragod,NFHS-5,2020,,15.624963341487687,24.687489002446306,0.0,0.0,15.624963341487687,,,,-95109.75212619368,15.624963341487687,7,,KERALA,KASARAGOD,KERALA__KASARAGOD__NFHS-5,,
Kerala,Kollam,NFHS-5,2020,,0.0,50.0,0.0,0.0,0.0,,,,-151759.0,0.0,2,,KERALA,KOLLAM,KERALA__KOLLAM__NFHS-5,,
Kerala,Kottayam,NFHS-5,2020,,75.0,75.0,50.0,50.0,50.0,,,,41265.25,100.0,4,,KERALA,KOTTAYAM,KERALA__KOTTAYAM__NFHS-5,,
Kerala,Kozhikode,NFHS-5,2020,,100.0,0.0,0.0,0.0,100.0,,,,-17961.0,0.0,2,,KERALA,KOZHIKODE,KERALA__KOZHIKODE__NFHS-5,,
Kerala,MALAPPURAM,NFHS-4,2016,,67.14155197266759,86.49275181733246,6.5162341540724285,11.980910913220509,,,,,,0.0,275,,KERALA,MALAPPURAM,KERALA__MALAPPURAM__NFHS-4,,state_file_census_name
Kerala,Malappuram,NFHS-5,2020,,76.82399976205465,66.09439985723279,32.18879971446558,10.72959990482186,55.36479995241091,,,,-14585.568886415798,53.6479995241093,7,,KERALA,MALAPPURAM,KERALA__MALAPPURAM__NFHS-5,,
Kerala,PALAKKAD,NFHS-4,2016,,56.29226213242187,59.584203321304386,14.469745019479271,9.647261408963642,,,,,,25.26597666927056,174,,KERALA,PALAKKAD,KERALA__PALAKKAD__NFHS-4,,state_file_census_name
Kerala,PATHANAMTHITTA,NFHS-4,2016,,75.86206896551724,82.94965897683522,27.58620689655173,22.461552675243297,,,,,,0.0,58,,KERALA,PATHANAMTHITTA,KERALA__PATHANAMTHITTA__NFHS-4,,state_file_census_name
Kerala,Palakkad,NFHS-5,2020,,100.0,18.796950038645583,18.796950038645583,18.796950038645583,18.796950038645583,,,,17872.866629323747,18.796950038645583,3,,KERALA,PALAKKAD,KERALA__PALAKKAD__NFHS-5,,
Kerala,Pathanamthitta,NFHS-5,2020,,100.0,100.0,31.6455094723068,0.0,31.6455094723068,,,,-32140.434026470557,31.6455094723068,2,,KERALA,PATHANAMTHITTA,KERALA__PATHANAMTHITTA__NFHS-5,,
Kerala,THIRUVANANTHAPURAM,NFHS-4,2016,,70.4869183869912,85.10177597930667,12.840942364782164,16.05346194474159,,,,,,24.04913611696001,341,,KERALA,THIRUVANANTHAPURAM,KERALA__THIRUVANANTHAPURAM__NFHS-4,,state_file_census_name
Kerala,THRISSUR,NFHS-4,2016,,76.43386267256844,89.00104499799338,24.585381320831235,28.032537296621417,,,,,,23.36024181080006,299,,KERALA,THRISSUR,KERALA__THRISSUR__NFHS-4,,state_file_census_name
Kerala,Thiruvananthapuram,NFHS-5,2020,,44.32985701102434,54.295523780227626,44.32985701102434,17.182095120910525,35.73880945056908,,,,-18856.923525209117,25.77314268136579,7,,KERALA,THIRUVANANTHAPURAM,KERALA__THIRUVANANTHAPURAM__NFHS-5,,
Kerala,Thrissur,NFHS-5,2020,,75.0,50.0,0.0,25.0,50.0,,,,5489.499999999998,0.0,4,,KERALA,THRISSUR,KERALA__THRISSUR__NFHS-5,,
Kerala,WAYANAD,NFHS-4,2016,,47.97437203055422,87.3210989532499,19.71375832519979,11.28808753660099,,,,,,0.0,71,,KERALA,WAYANAD,KERALA__WAYANAD__NFHS-4,,state_file_census_name
Kerala,Wayanad,NFHS-5,2020,,84.34781662550147,37.39126650200581,30.14490545950339,7.2463610425024205,30.14490545950339,,,,-41570.1973519789,21.739083127507264,8,,KERALA,WAYANAD,KERALA__WAYANAD__NFHS-5,,
Lakshadweep,Lakshadweep,NFHS-5,2020,,25.58588020026176,43.13882207114507,17.181175567851707,8.776470935441653,17.181175567851707,,,,-63390.52640751266,21.01176158102514,14,,LAKSHADWEEP,LAKSHADWEEP,LAKSHADWEEP__LAKSHADWEEP__NFHS-5,,
Madhya Pradesh,ANUPPUR,NFHS-4,2016,,72.30448614509879,10.520936179284291,7.022252784619474,2.1043867366857576,,,,,,22.446791857981413,141,,MADHYA PRADESH,ANUPPUR,MADHYA PRADESH__ANUPPUR__NFHS-4,,state_file_census_name
Madhya Pradesh,ASHOKNAGAR,NFHS-4,2016,,74.51882180923913,3.9330459390316097,0.0,0.0,,,,,,0.0,51,,MADHYA PRADESH,ASHOKNAGAR,MADHYA PRADESH__ASHOKNAGAR__NFHS-4,,state_file_census_name
Madhya Pradesh,Alirajpur,NFHS-5,2020,,61.25334306956896,80.62667153478448,2.666974601865867,2.666974601865867,59.85906698643782,,,,-19487.348646255345,22.506686139137894,7,,MADHYA PRADESH,ALIRAJPUR,MADHYA PRADESH__ALIRAJPUR__NFHS-5,,
Madhya Pradesh,Anuppur,NFHS-5,2020,,50.0,50.0,0.0,0.0,25.0,,,,-115942.0,0.0,4,,MADHYA PRADESH,ANUPPUR,MADHYA PRADESH__ANUPPUR__NFHS-5,,
Madhya Pradesh,Ashoknagar,NFHS-5,2020,,52.14777061542254,6.587442144516793,6.587442144516793,52.14777061542254,52.14777061542254,,,,-29009.308634356657,52.14777061542254,3,,MADHYA PRADESH,ASHOKNAGAR,MADHYA PRADESH__ASHOKNAGAR__NFHS-5,,
Madhya Pradesh,BALAGHAT,NFHS-4,2016,,62.40523606871904,2.4487489642852327,0.9770959721006576,0.9861870434990332,,,,,,17.58772749781184,200,,MADHYA PRADESH,BALAGHAT,MADHYA PRADESH__BALAGHAT__NFHS-4,,state_file_census_name
Madhya Pradesh,BARWANI,NFHS-4,2016,,92.71440487497688,23.34511942032344,9.77364716503321,3.3660663808433617,,,,,,30.71704635040137,265,,MADHYA PRADESH,BARWANI,MADHYA PRADESH__BARWANI__NFHS-4,,state_file_census_name
Madhya Pradesh,BETUL,NFHS-4,2016,,78.45946222401385,25.479760460245178,14.151074259875548,6.799121693442246,,,,,,16.32053891501347,240,,MADHYA PRADESH,BETUL,MADHYA PRADESH__BETUL__NFHS-4,,state_file_census_name
Madhya Pradesh,BHIND,NFHS-4,2016,,77.93267685057276,47.05982824859245,33.86185213275766,11.858557456526404,,,,,,49.75066763692115,229,,MADHYA PRADESH,BHIND,MADHYA PRADESH__BHIND__NFHS-4,,state_file_census_name
Madhya Pradesh,BHOPAL,NFHS-4,2016,,73.71392332451063,17.438980301742433,9.4939142235007,2.5758710039308887,,,,,,24.728216963912537,117,,MADHYA PRADESH,BHOPAL,MADHYA PRADESH__BHOPAL__NFHS-4,,state_file_census_name
Madhya Pradesh,Barwani,NFHS-5,2020,,100.0,100.0,100.0,0.0,100.0,,,,142767.0,100.0,1,,MADHYA PRADESH,BARWANI,MADHYA PRADESH__BARWANI__NFHS-5,,
Madhya Pradesh,Betul,NFHS-5,2020,,100.0,93.88576372620317,93.88576372620317,48.4017595448409,100.0,,,,118777.10956338108,100.0,5,,MADHYA PRADESH,BETUL,MADHYA PRADESH__BETUL__NFHS-5,,
Madhya Pradesh,Bhind,NFHS-5,2020,,26.325565989645217,75.44185532988175,0.0,0.0,49.11628934023653,,,,-87773.85771254433,1.7674213195269513,5,,MADHYA PRADESH,BHIND,MADHYA PRADESH__BHIND__NFHS-5,,
Madhya Pradesh,Bhopal,NFHS-5,2020,,100.0,100.0,100.0,100.0,100.0,,,,205841.0,100.0,1,,MADHYA PRADESH,BHOPAL,MADHYA PRADESH__BHOPAL__NFHS-5,,
Madhya Pradesh,Burhanpur,NFHS-5,2020,,40.960877804467195,60.002012204729226,39.52157330249563,38.08226880052407,39.52157330249563,,,,-7997.649146046894,60.002012204729226,7,,MADHYA PRADESH,BURHANPUR,MADHYA PRADESH__BURHANPUR__NFHS-5,,
Madhya Pradesh,CHHATARPUR,NFHS-4,2016,,48.72186116747411,15.932186954781624,6.13260725807967,1.90127454553475,,,,,,21.975451626585222,214,,MADHYA PRADESH,CHHATARPUR,MADHYA PRADESH__CHHATARPUR__NFHS-4,,state_file_census_name
Madhya Pradesh,CHHINDWARA,NFHS-4,2016,,57.64074844838816,10.201358840918749,1.4573788719735064,0.7286894359867532,,,,,,0.0,137,,MADHYA PRADESH,CHHINDWARA,MADHYA PRADESH__CHHINDWARA__NFHS-4,,state_file_census_name
Madhya Pradesh,Chhatarpur,NFHS-5,2020,,60.1916648825612,60.1916648825612,0.0,1.432479959836802,19.9041675587194,,,,-77011.19144160103,20.38332976512241,6,,MADHYA PRADESH,CHHATARPUR,MADHYA PRADESH__CHHATARPUR__NFHS-5,,
Madhya Pradesh,DAMOH,NFHS-4,2016,,74.52715468266454,10.71884729454256,2.143769458908512,4.287538917817024,,,,,,0.0,47,,MADHYA PRADESH,DAMOH,MADHYA PRADESH__DAMOH__NFHS-4,,state_file_census_name
Madhya Pradesh,DATIA,NFHS-4,2016,,70.10382206844722,21.18551292965954,7.6462140058090515,1.7661947885402471,,,,,,22.934784524818088,169,,MADHYA PRADESH,DATIA,MADHYA PRADESH__DATIA__NFHS-4,,state_file_census_name
Madhya Pradesh,DEWAS,NFHS-4,2016,,97.58055870884772,35.492089377295414,14.161075634932743,4.732008043922937,,,,,,45.79633058409696,84,,MADHYA PRADESH,DEWAS,MADHYA PRADESH__DEWAS__NFHS-4,,state_file_census_name
Madhya Pradesh,DHAR,NFHS-4,2016,,70.40590292486874,27.953665062282155,22.0777466475217,5.145016328929568,,,,,,19.19001546433976,136,,MADHYA PRADESH,DHAR,MADHYA PRADESH__DHAR__NFHS-4,,state_file_census_name
Madhya Pradesh,DINDORI,NFHS-4,2016,,92.97818909860976,28.040470263398724,14.006203129050697,0.0,,,,,,61.27713868959679,57,,MADHYA PRADESH,DINDORI,MADHYA PRADESH__DINDORI__NFHS-4,,state_file_census_name
Madhya Pradesh,Damoh,NFHS-5,2020,,57.67086559144785,44.34388634723982,1.007375969343835,1.007375969343835,56.66348962210401,,,,-65591.86201482682,44.01044160999944,11,,MADHYA PRADESH,DAMOH,MADHYA PRADESH__DAMOH__NFHS-5,,
Madhya Pradesh,Datia,NFHS-5,2020,,100.0,100.0,93.43375296220192,93.43375296220192,100.0,,,,58911.4280923026,100.0,3,,MADHYA PRADESH,DATIA,MADHYA PRADESH__DATIA__NFHS-5,,
Madhya Pradesh,Dewas,NFHS-5,2020,,100.0,100.0,0.0,0.0,0.0,,,,-84891.0,100.0,1,,MADHYA PRADESH,DEWAS,MADHYA PRADESH__DEWAS__NFHS-5,,
Madhya Pradesh,Dhar,NFHS-5,2020,,1.4189528305899368,60.56758113223598,0.0,0.0,21.13516226447195,,,,-111195.8909599762,1.4189528305899368,6,,MADHYA PRADESH,DHAR,MADHYA PRADESH__DHAR__NFHS-5,,
Madhya Pradesh,Dindori,NFHS-5,2020,,100.0,100.0,100.0,12.632260337834223,100.0,,,,75615.0507582761,100.0,2,,MADHYA PRADESH,DINDORI,MADHYA PRADESH__DINDORI__NFHS-5,,
Madhya Pradesh,GUNA,NFHS-4,2016,,30.608914699773248,2.1704491890539,0.0,0.0,,,,,,0.0,184,,MADHYA PRADESH,GUNA,MADHYA PRADESH__GUNA__NFHS-4,,state_file_census_name
Madhya Pradesh,GWALIOR,NFHS-4,2016,,88.23529411764707,5.88235294117647,0.0,0.0,,,,,,0.0,17,,MADHYA PRADESH,GWALIOR,MADHYA PRADESH__GWALIOR__NFHS-4,,state_file_census_name
Madhya Pradesh,Guna,NFHS-5,2020,,33.33333333333333,66.66666666666666,0.0,0.0,33.33333333333333,,,,-94749.66666666669,0.0,3,,MADHYA PRADESH,GUNA,MADHYA PRADESH__GUNA__NFHS-5,,
Madhya Pradesh,Gwalior,NFHS-5,2020,,50.40161884639064,63.45867340677982,26.624121410326108,25.74750904767698,49.525006483741514,,,,-15896.840468952538,39.0977890112997,12,,MADHYA PRADESH,GWALIOR,MADHYA PRADESH__GWALIOR__NFHS-5,,
Madhya Pradesh,HARDA,NFHS-4,2016,,73.86705896753081,25.96256404376452,10.201358354706974,5.511675829564988,,,,,,23.20611009203118,256,,MADHYA PRADESH,HARDA,MADHYA PRADESH__HARDA__NFHS-4,,state_file_census_name
Madhya Pradesh,HOSHANGABAD,NFHS-4,2016,,75.54245902077476,13.583190640938088,1.5175175851083127,2.0173693918450875,,,,,,14.835156175705016,196,,MADHYA PRADESH,HOSHANGABAD,MADHYA PRADESH__HOSHANGABAD__NFHS-4,,state_file_census_name
Madhya Pradesh,Harda,NFHS-5,2020,,50.59467854574259,100.0,0.0,47.03903459913021,50.59467854574259,,,,-22650.054182936237,50.59467854574259,3,,MADHYA PRADESH,HARDA,MADHYA PRADESH__HARDA__NFHS-5,,
Madhya Pradesh,Hoshangabad,NFHS-5,2020,,56.17110548805982,12.342210976119638,6.03358110100067,6.03358110100067,9.187896038560154,,,,-105877.60656622455,12.342210976119638,5,,MADHYA PRADESH,HOSHANGABAD,MADHYA PRADESH__HOSHANGABAD__NFHS-5,,
Madhya Pradesh,INDORE,NFHS-4,2016,,84.35310949466648,18.263048249996245,6.966777153215962,2.596866337434195,,,,,,0.0,115,,MADHYA PRADESH,INDORE,MADHYA PRADESH__INDORE__NFHS-4,,state_file_census_name
Madhya Pradesh,Indore,NFHS-5,2020,,66.52953494642173,100.0,20.83929927077291,11.624064999511171,68.13261573124379,,,,22898.500303188765,66.52953494642173,10,,MADHYA PRADESH,INDORE,MADHYA PRADESH__INDORE__NFHS-5,,
Madhya Pradesh,JABALPUR,NFHS-4,2016,,72.39182172712776,16.349668967549857,1.3510237980544444,1.3619724102654986,,,,,,17.563309374707774,144,,MADHYA PRADESH,JABALPUR,MADHYA PRADESH__JABALPUR__NFHS-4,,state_file_census_name
Madhya Pradesh,Jabalpur,NFHS-5,2020,,17.33016265820234,17.33016265820234,2.9748263755751965,2.9748263755751965,11.639907704676366,,,,-89646.8973164589,17.33016265820234,6,,MADHYA PRADESH,JABALPUR,MADHYA PRADESH__JABALPUR__NFHS-5,,
Madhya Pradesh,Jhabua,NFHS-5,2020,,100.0,52.14777061542254,52.14777061542254,52.14777061542254,52.14777061542254,,,,18103.380517613787,52.14777061542254,3,,MADHYA PRADESH,JHABUA,MADHYA PRADESH__JHABUA__NFHS-5,,
Madhya Pradesh,KATNI,NFHS-4,2016,,81.4355662584277,30.542196411634126,18.34789287249894,8.36254799479742,,,,,,28.042072995730095,368,,MADHYA PRADESH,KATNI,MADHYA PRADESH__KATNI__NFHS-4,,state_file_census_name
Madhya Pradesh,KHARGONE (WEST NIMAR),NFHS-4,2016,,100.0,86.62420382165604,67.08860759493669,21.51898734177215,,,,,,100.0,158,,MADHYA PRADESH,KHARGONE WEST NIMAR,MADHYA PRADESH__KHARGONE WEST NIMAR__NFHS-4,,state_file_census_name
Madhya Pradesh,Katni,NFHS-5,2020,,53.219923613540146,6.439847227080277,6.439847227080277,6.439847227080277,53.219923613540146,,,,-62648.00235601952,6.439847227080277,3,,MADHYA PRADESH,KATNI,MADHYA PRADESH__KATNI__NFHS-5,,
Madhya Pradesh,Khandwa (East Nimar),NFHS-5,2020,,69.0155845898942,69.0155845898942,33.765787054007454,0.0,39.5151796616677,,,,-39309.551139534065,38.03116917978841,5,,MADHYA PRADESH,KHANDWA EAST NIMAR,MADHYA PRADESH__KHANDWA EAST NIMAR__NFHS-5,,
Madhya Pradesh,Khargone (West Nimar),NFHS-5,2020,,100.0,100.0,28.73829460808891,19.15886307205928,100.0,,,,34956.8269733662,100.0,5,,MADHYA PRADESH,KHARGONE WEST NIMAR,MADHYA PRADESH__KHARGONE WEST NIMAR__NFHS-5,,
Madhya Pradesh,MANDLA,NFHS-4,2016,,43.14669932321609,7.829764425388968,0.97849198147572,0.0,,,,,,40.11817124050451,102,,MADHYA PRADESH,MANDLA,MADHYA PRADESH__MANDLA__NFHS-4,,state_file_census_name
Madhya Pradesh,MANDSAUR,NFHS-4,2016,,93.39263684494938,14.461336120925662,20.28832818215487,5.646065572377999,,,,,,12.018655972291764,122,,MADHYA PRADESH,MANDSAUR,MADHYA PRADESH__MANDSAUR__NFHS-4,,state_file_census_name
Madhya Pradesh,MORENA,NFHS-4,2016,,72.23848103526701,44.532508083700066,17.127887724500024,3.45430814938577,,,,,,61.6603958082001,145,,MADHYA PRADESH,MORENA,MADHYA PRADESH__MORENA__NFHS-4,,state_file_census_name
Madhya Pradesh,Mandla,NFHS-5,2020,,100.0,100.0,50.0,0.0,50.0,,,,12423.0,100.0,2,,MADHYA PRADESH,MANDLA,MADHYA PRADESH__MANDLA__NFHS-5,,
Madhya Pradesh,Mandsaur,NFHS-5,2020,,21.972526388577485,21.972526388577485,10.741432002407745,0.0,16.356979195492617,,,,-61165.42980035779,21.972526388577485,4,,MADHYA PRADESH,MANDSAUR,MADHYA PRADESH__MANDSAUR__NFHS-5,,
Madhya Pradesh,NARSIMHAPUR,NFHS-4,2016,,7.149999750205191,0.0,0.0,0.0,,,,,,0.0,149,,MADHYA PRADESH,NARSIMHAPUR,MADHYA PRADESH__NARSIMHAPUR__NFHS-4,,state_file_census_name
Madhya Pradesh,NEEMUCH,NFHS-4,2016,,36.04274731463886,6.23810929314969,3.505302400076673,1.9587486593204424,,,,,,14.80016568921262,255,,MADHYA PRADESH,NEEMUCH,MADHYA PRADESH__NEEMUCH__NFHS-4,,state_file_census_name
Madhya Pradesh,Narsimhapur,NFHS-5,2020,,33.333333333333336,50.000000000000014,0.0,0.0,33.333333333333336,,,,-106681.33333333331,0.0,6,,MADHYA PRADESH,NARSIMHAPUR,MADHYA PRADESH__NARSIMHAPUR__NFHS-5,,
Madhya Pradesh,Neemuch,NFHS-5,2020,,0.0,50.0,50.0,0.0,50.0,,,,-68496.5,0.0,2,,MADHYA PRADESH,NEEMUCH,MADHYA PRADESH__NEEMUCH__NFHS-5,,
Madhya Pradesh,Panna,NFHS-5,2020,,36.25827491288154,68.12913745644077,4.387412369322311,4.387412369322311,100.0,,,,-19024.71098274241,4.387412369322311,4,,MADHYA PRADESH,PANNA,MADHYA PRADESH__PANNA__NFHS-5,,
Madhya Pradesh,RAISEN,NFHS-4,2016,,76.77227456326288,4.046428738068645,0.0,1.0116071845171613,,,,,,0.0,99,,MADHYA PRADESH,RAISEN,MADHYA PRADESH__RAISEN__NFHS-4,,state_file_census_name
Madhya Pradesh,RAJGARH,NFHS-4,2016,,89.48680024849975,28.08078850822561,12.3465097611264,4.9222964187428895,,,,,,22.280507130113072,202,,MADHYA PRADESH,RAJGARH,MADHYA PRADESH__RAJGARH__NFHS-4,,state_file_census_name
Madhya Pradesh,RATLAM,NFHS-4,2016,,89.55645646267355,35.15173751302033,22.705491254339876,2.064135568576352,,,,,,37.15444023437434,48,,MADHYA PRADESH,RATLAM,MADHYA PRADESH__RATLAM__NFHS-4,,state_file_census_name
Madhya Pradesh,REWA,NFHS-4,2016,,61.92557131177389,3.4177947242141253,0.6913322038453467,0.0,,,,,,0.0,147,,MADHYA PRADESH,REWA,MADHYA PRADESH__REWA__NFHS-4,,state_file_census_name
Madhya Pradesh,Raisen,NFHS-5,2020,,66.66666666666666,100.0,33.33333333333333,66.66666666666666,66.66666666666666,,,,49896.00000000001,0.0,3,,MADHYA PRADESH,RAISEN,MADHYA PRADESH__RAISEN__NFHS-5,,
Madhya Pradesh,Rajgarh,NFHS-5,2020,,100.0,100.0,48.88573945685065,48.88573945685065,74.44286972842534,,,,70117.40606733826,100.0,3,,MADHYA PRADESH,RAJGARH,MADHYA PRADESH__RAJGARH__NFHS-5,,
Madhya Pradesh,Ratlam,NFHS-5,2020,,12.582651322025129,12.582651322025129,6.291325661012563,0.0,0.0,,,,-112565.73590311952,12.582651322025129,3,,MADHYA PRADESH,RATLAM,MADHYA PRADESH__RATLAM__NFHS-5,,
Madhya Pradesh,Rewa,NFHS-5,2020,,26.91144394966482,52.68992068545696,6.512808584786586,26.91144394966482,6.512808584786586,,,,-64319.0796915558,29.03488102818543,6,,MADHYA PRADESH,REWA,MADHYA PRADESH__REWA__NFHS-5,,
Madhya Pradesh,SAGAR,NFHS-4,2016,,75.27181387112388,24.595572240315175,14.258416585595915,6.13225947379431,,,,,,35.45336015877901,268,,MADHYA PRADESH,SAGAR,MADHYA PRADESH__SAGAR__NFHS-4,,state_file_census_name
Madhya Pradesh,SATNA,NFHS-4,2016,,75.05985307462025,0.0,0.0,0.0,,,,,,39.17996459913017,117,,MADHYA PRADESH,SATNA,MADHYA PRADESH__SATNA__NFHS-4,,state_file_census_name
Madhya Pradesh,SEHORE,NFHS-4,2016,,98.89623781334652,93.92676094764175,72.39957776925299,39.26251542488904,,,,,,100.0,181,,MADHYA PRADESH,SEHORE,MADHYA PRADESH__SEHORE__NFHS-4,,state_file_census_name
Madhya Pradesh,SEONI,NFHS-4,2016,,34.19835644181007,8.220752607062606,4.386949188774463,3.289236968746253,,,,,,9.872390535844811,178,,MADHYA PRADESH,SEONI,MADHYA PRADESH__SEONI__NFHS-4,,state_file_census_name
Madhya Pradesh,SHAHDOL,NFHS-4,2016,,92.70833333333334,59.375,37.500000000000014,6.250000000000002,,,,,,100.0,96,,MADHYA PRADESH,SHAHDOL,MADHYA PRADESH__SHAHDOL__NFHS-4,,state_file_census_name
Madhya Pradesh,SHAJAPUR,NFHS-4,2016,,88.18311032311335,1.1527950801548024,0.0,1.1527950801548024,,,,,,0.0,85,,MADHYA PRADESH,SHAJAPUR,MADHYA PRADESH__SHAJAPUR__NFHS-4,,state_file_census_name
Madhya Pradesh,SHEOPUR,NFHS-4,2016,,54.48479067264568,11.149040854466426,2.4786595252214716,1.6409570997702738,,,,,,20.942560636279936,247,,MADHYA PRADESH,SHEOPUR,MADHYA PRADESH__SHEOPUR__NFHS-4,,state_file_census_name
Madhya Pradesh,SHIVPURI,NFHS-4,2016,,58.367093336012374,9.450974733198468,6.757636894188133,2.6933378390103337,,,,,,38.38006420589725,144,,MADHYA PRADESH,SHIVPURI,MADHYA PRADESH__SHIVPURI__NFHS-4,,state_file_census_name
Madhya Pradesh,SIDHI,NFHS-4,2016,,79.32584369188469,30.52103766627015,10.974291640136403,8.572454385997363,,,,,,0.0,127,,MADHYA PRADESH,SIDHI,MADHYA PRADESH__SIDHI__NFHS-4,,state_file_census_name
Madhya Pradesh,Sagar,NFHS-5,2020,,41.400296217188185,12.100444325782272,12.100444325782272,12.100444325782272,41.40029621718818,,,,-78382.75603192348,12.100444325782272,6,,MADHYA PRADESH,SAGAR,MADHYA PRADESH__SAGAR__NFHS-5,,
Madhya Pradesh,Satna,NFHS-5,2020,,67.12550054863193,67.12550054863193,67.12550054863193,35.82553788056731,62.599925336129246,,,,16502.211402863777,67.12550054863193,4,,MADHYA PRADESH,SATNA,MADHYA PRADESH__SATNA__NFHS-5,,
Madhya Pradesh,Sehore,NFHS-5,2020,,100.0,100.0,100.0,53.37098060760377,100.0,,,,148890.6455137585,100.0,3,,MADHYA PRADESH,SEHORE,MADHYA PRADESH__SEHORE__NFHS-5,,
Madhya Pradesh,Seoni,NFHS-5,2020,,3.4734521060087467,3.4734521060087467,0.0,0.0,0.0,,,,-148395.23580805212,3.4734521060087467,3,,MADHYA PRADESH,SEONI,MADHYA PRADESH__SEONI__NFHS-5,,
Madhya Pradesh,Shahdol,NFHS-5,2020,,100.0,100.0,0.0,0.0,100.0,,,,-105121.0,0.0,1,,MADHYA PRADESH,SHAHDOL,MADHYA PRADESH__SHAHDOL__NFHS-5,,
Madhya Pradesh,Shajapur,NFHS-5,2020,,60.143941626826184,60.143941626826184,13.841738153696625,13.841738153696625,22.196804484191112,,,,-52034.97855904983,60.143941626826184,7,,MADHYA PRADESH,SHAJAPUR,MADHYA PRADESH__SHAJAPUR__NFHS-5,,
Madhya Pradesh,Sheopur,NFHS-5,2020,,100.0,100.0,79.83106426353343,69.74659639530014,79.83106426353343,,,,88706.54612388094,100.0,4,,MADHYA PRADESH,SHEOPUR,MADHYA PRADESH__SHEOPUR__NFHS-5,,
Madhya Pradesh,Shivpuri,NFHS-5,2020,,50.59467854574259,50.59467854574259,47.03903459913021,3.5556439466123706,96.44435605338762,,,,-42026.47907775158,50.59467854574259,3,,MADHYA PRADESH,SHIVPURI,MADHYA PRADESH__SHIVPURI__NFHS-5,,
Madhya Pradesh,Sidhi,NFHS-5,2020,,100.0,100.0,100.0,100.0,0.0,,,,183665.0,100.0,1,,MADHYA PRADESH,SIDHI,MADHYA PRADESH__SIDHI__NFHS-5,,
Madhya Pradesh,Singrauli,NFHS-5,2020,,6.7137068210504625,6.7137068210504625,6.7137068210504625,0.0,6.7137068210504625,,,,-97491.82381434985,6.7137068210504625,2,,MADHYA PRADESH,SINGRAULI,MADHYA PRADESH__SINGRAULI__NFHS-5,,
